"starting_lang","lang_switch","cs","sensical","condition","sentence_id","sentence","total_surprisal","word_no","word","tokenized_word","word_surprisal"
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,2," Torres"," Torres",10.1782
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,3," sips"," s_ips",13.2845266
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,4," the"," the",4.3970766
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,5," jugo"," jug_o",13.816012
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,6," en"," en",7.943478
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,7," el"," el",2.2840743
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,8," salón"," sal_ón_.",4.874772624
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,1,"",".",0.40576896
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,2," Ortiz"," Ortiz",9.847652
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,3," writes"," writes",9.344162
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,4," the"," the",4.0067663
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,5," libro"," lib_ro",17.2009857
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,6," en"," en",6.3124647
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,7," la"," la",3.2378168
"English","English --> Spanish","CS","sense","CS_sense",58,"Mr. Ortiz writes the libro en la biblioteca.",52.79852262,8," biblioteca"," b_ibli_ot_eca_.",2.442906164
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,2," butcher"," butcher",13.52796
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,3," fries"," fries",11.352111
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,4," the"," the",4.4801807
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,5," carne"," car_ne",14.1900356
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,6," con"," con",7.6081557
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,7," el"," el",8.182914
"English","English --> Spanish","CS","sense","CS_sense",81,"A butcher fries the carne con el pimiento.",66.93642111,8," pimiento"," pim_ient_o_.",7.595064109
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,2," hiker"," h_iker",11.5819686
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,3," cooks"," cooks",11.236313
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,4," a"," a",1.4915744
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,5," pollo"," poll_o",15.80901226
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,6," en"," en",6.616704
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,7," el"," el",4.332216
"English","English --> Spanish","CS","sense","CS_sense",85,"The hiker cooks a pollo en el fuego.",54.37527855,8," fuego"," fue_go_.",3.307490287
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,2," priest"," priest",9.493071
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,3," eats"," eats",10.192031
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,4," the"," the",1.6704032
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,5," aguacate"," ag_u_ac_ate",16.57846278
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,6," en"," en",12.120858
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,7," la"," la",0.87390476
"English","English --> Spanish","CS","sense","CS_sense",89,"The priest eats the aguacate en la iglesia.",54.1432475,8," iglesia"," ig_les_ia_.",3.214516758
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,2," worker"," worker",9.831284
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,3," chews"," che_ws",13.5351753
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,4," the"," the",1.6590991
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,5," chicle"," ch_icle",6.49585104
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,6," en"," en",11.7752285
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,7," el"," el",2.431824
"English","English --> Spanish","CS","sense","CS_sense",93,"The worker chews the chicle en el edificio.",56.55117602,8," edificio"," ed_ific_io_.",10.82271408
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,2," godfather"," god_father",15.3163973
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,3," flies"," flies",13.55659
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,4," the"," the",4.2778034
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,5," avión"," av_i_ón",18.1829828
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,6," sobre"," so_bre",11.1798109
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,7," la"," la",2.1083086
"English","English --> Spanish","CS","sense","CS_sense",97,"A godfather flies the avión sobre la ciudad.",66.53894192,8," ciudad"," c_i_ud_ad_.",1.917048915
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,1,"",".",1.5329177
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,2," Jones"," Jones",5.5878673
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,3," inhales"," inh_ales",13.4510663
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,4," the"," the",2.5744576
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,5," humo"," hum_o",20.126478
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,6," en"," en",10.667847
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,7," el"," el",1.4761785
"English","English --> Spanish","CS","sense","CS_sense",122,"Ms. Jones inhales the humo en el campamento.",66.46563894,8," campamento"," camp_ament_o_.",11.04882654
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,2," grandfather"," grandfather",11.971608
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,3," sings"," sings",10.728647
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,4," a"," a",1.0412692
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,5," canción"," can_ci_ón",13.09322119
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,6," en"," en",8.168653
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,7," su"," su",4.170661
"English","English --> Spanish","CS","sense","CS_sense",126,"A grandfather sings a canción en su jardín.",51.62141741,8," jardín"," j_ard_ín_.",2.44735802
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,2," host"," host",8.455728
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,3," bakes"," b_akes",14.1774014
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,4," the"," the",1.870587
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,5," pavo"," pav_o",19.3545124
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,6," en"," en",9.787731
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,7," la"," la",1.4703798
"English","English --> Spanish","CS","sense","CS_sense",130,"The host bakes the pavo en la tarde.",63.5670115,8," tarde"," t_arde_.",8.4506719
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,2," doctor"," doctor",9.286129
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,3," drinks"," drinks",12.118051
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,4," the"," the",3.8590183
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,5," vino"," v_ino",13.391109
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,6," en"," en",11.888001
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,7," la"," la",2.0197568
"English","English --> Spanish","CS","sense","CS_sense",134,"A doctor drinks the vino en la acogida.",70.577878,8," acogida"," ac_og_ida_.",18.0158129
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,2," niece"," niece",13.097674
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,3," peels"," pe_els",13.5797773
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,4," a"," a",3.9321263
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,5," zanahoria"," z_an_ah_oria",18.08617881
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,6," en"," en",11.651989
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,7," el"," el",2.101728
"English","English --> Spanish","CS","sense","CS_sense",138,"The niece peels a zanahoria en el lavabo.",69.28747879,8," lavabo"," lav_abo_.",6.83800538
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,2," manager"," manager",9.692593
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,3," sings"," sings",13.2007065
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,4," a"," a",1.9708148
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,5," turtle"," turtle",12.907362
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,6," in"," in",5.3662486
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,7," the"," the",0.7388391
"English","English --> English","noCS","nonsense","noCS_nonsense",1,"A manager sings a turtle in the bus.",56.8386604,8," bus"," bus_.",12.9620964
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,2," sister"," sister",10.446601
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,3," peels"," pe_els",14.2133323
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,4," a"," a",3.6921108
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,5," spoon"," spoon",9.287422
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,6," in"," in",6.055739
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,7," the"," the",0.5558653
"English","English --> English","noCS","nonsense","noCS_nonsense",5,"The sister peels a spoon in the bag.",58.9878314,8," bag"," bag_.",14.736761
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,2," plumber"," pl_umber",11.2805916
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,3," bakes"," b_akes",14.6819773
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,4," the"," the",3.1258516
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,5," pillow"," pillow",12.770923
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,6," in"," in",6.205291
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,7," the"," the",0.16690704
"English","English --> English","noCS","nonsense","noCS_nonsense",9,"The plumber bakes the pillow in the oven.",51.54601142,8," oven"," oven_.",3.31446988
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,2," daughter"," daughter",9.330752
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,3," inhales"," inh_ales",12.44740616
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,4," the"," the",1.2336601
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,5," language"," language",12.407909
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,6," in"," in",5.6471944
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,7," the"," the",1.4925216
"English","English --> English","noCS","nonsense","noCS_nonsense",13,"The daughter inhales the language in the lounge.",57.73633526,8," lounge"," lounge_.",15.176892
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,2," judge"," judge",9.384473
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,3," drinks"," drinks",14.167261
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,4," the"," the",3.928945
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,5," bank"," bank",11.446481
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,6," in"," in",6.4720488
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,7," the"," the",0.75745046
"English","English --> English","noCS","nonsense","noCS_nonsense",17,"A judge drinks the bank in the evening.",51.71220056,8," evening"," evening_.",5.5555413
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,2," friend"," friend",7.63552
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,3," dances"," dances",13.7622
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,4," a"," a",4.5933557
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,5," cucumber"," cuc_umber",16.0721704
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,6," at"," at",7.9914474
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,7," the"," the",1.3886012
"English","English --> English","noCS","nonsense","noCS_nonsense",41,"A friend dances a cucumber at the reception.",64.5968737,8," reception"," reception_.",13.153579
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,2," mom"," mom",11.09207
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,3," swallows"," swall_ows",12.61078335
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,4," a"," a",0.82409745
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,5," bed"," bed",9.452378
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,6," during"," during",12.756507
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,7," the"," the",1.557193
"English","English --> English","noCS","nonsense","noCS_nonsense",45,"A mom swallows a bed during the appointment.",66.36285189,8," appointment"," appointment_.",18.0698231
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,2," grandmother"," grandmother",11.23622
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,3," reads"," reads",8.92046
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,4," a"," a",1.3816332
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,5," frog"," frog",11.75675
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,6," during"," during",12.276621
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,7," the"," the",1.9918748
"English","English --> English","noCS","nonsense","noCS_nonsense",49,"A grandmother reads a frog during the movie.",58.1544736,8," movie"," movie_.",10.5909146
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,2," son"," son",10.705638
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,3," pours"," p_ours",15.593379
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,4," the"," the",3.937681
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,5," horse"," horse",10.298131
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,6," onto"," onto",9.332384
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,7," the"," the",0.24004537
"English","English --> English","noCS","nonsense","noCS_nonsense",53,"A son pours the horse onto the shirt.",61.40178017,8," shirt"," shirt_.",11.2945218
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,2," player"," player",9.3162
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,3," chugs"," ch_ugs",15.275277
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,4," the"," the",3.439721
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,5," paper"," paper",11.206581
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,6," in"," in",5.8010273
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,7," the"," the",1.6510854
"English","English --> English","noCS","nonsense","noCS_nonsense",57,"A player chugs the paper in the gym.",59.6355487,8," gym"," gym_.",12.945657
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,2," hawk"," hawk",11.874802
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,3," consumes"," consumes",10.868486
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,4," a"," a",2.5886605
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,5," background"," background",13.697473
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,6," at"," at",7.8538413
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,7," the"," the",1.2573854
"English","English --> English","noCS","nonsense","noCS_nonsense",80,"The hawk consumes a background at the river.",57.0028392,8," river"," river_.",8.862191
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,2," lawyer"," lawyer",8.901002
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,3," devours"," dev_ours",15.3658266
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,4," the"," the",1.073835
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,5," beach"," beach",9.935811
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,6," in"," in",6.0801206
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,7," the"," the",0.90984535
"English","English --> English","noCS","nonsense","noCS_nonsense",84,"The lawyer devours the beach in the chair.",53.01156035,8," chair"," chair_.",10.7451198
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,2," employee"," employee",9.112482
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,3," sips"," s_ips",16.692952
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,4," the"," the",1.9918157
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,5," chess"," chess",14.92864
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,6," in"," in",5.413236
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,7," the"," the",0.99153465
"English","English --> English","noCS","nonsense","noCS_nonsense",88,"The employee sips the chess in the morning.",55.43130965,8," morning"," morning_.",6.3006493
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,2," singer"," singer",8.888586
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,3," spills"," spills",11.396809
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,4," a"," a",3.834616
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,5," race"," race",13.093204
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,6," on"," on",5.5339756
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,7," his"," his",3.257396
"English","English --> English","noCS","nonsense","noCS_nonsense",92,"The singer spills a race on his floor.",57.7646712,8," floor"," floor_.",11.7600846
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,2," brother"," brother",10.46646
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,3," writes"," writes",9.601782
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,4," the"," the",3.8039603
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,5," mirror"," mirror",12.391952
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,6," in"," in",4.6236963
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,7," his"," his",1.3869236
"English","English --> English","noCS","nonsense","noCS_nonsense",96,"A brother writes the mirror in his bedroom.",49.3289112,8," bedroom"," bedroom_.",7.054137
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,1,"",".",1.5340728
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,2," López"," L_ó_pez",9.892679223
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,3," flies"," flies",12.389992
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,4," the"," the",3.4993863
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,5," boat"," boat",8.64825
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,6," in"," in",6.4174128
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,7," the"," the",0.42478368
"English","English --> English","noCS","nonsense","noCS_nonsense",123,"Ms. López flies the boat in the afternoon.",50.509343,8," afternoon"," afternoon_.",7.7027662
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,1,"",".",0.4056097
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,2," Johnson"," Johnson",5.4237523
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,3," eats"," eats",12.029742
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,4," the"," the",4.038503
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,5," essay"," essay",12.478199
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,6," in"," in",7.2733283
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,7," his"," his",3.203707
"English","English --> English","noCS","nonsense","noCS_nonsense",127,"Mr. Johnson eats the essay in his office.",50.5010187,8," office"," office_.",5.6481774
"English","English --> English","noCS","nonsense","noCS_nonsense",131,"Mr. Muñoz chews the elevator during the lunch.",60.2240729,1,"",".",0.4055822
"English","English --> English","noCS","nonsense","noCS_nonsense",131,"Mr. Muñoz chews the elevator during the lunch.",60.2240729,2," Muñoz"," Mu_ñ_oz",10.7380137
"English","English --> English","noCS","nonsense","noCS_nonsense",131,"Mr. Muñoz chews the elevator during the lunch.",60.2240729,3," chews"," che_ws",14.904906
"English","English --> English","noCS","nonsense","noCS_nonsense",131,"Mr. Muñoz chews the elevator during the lunch.",60.2240729,4," the"," the",3.7961137
"English","English --> English","noCS","nonsense","noCS_nonsense",131,"Mr. Muñoz chews the elevator during the lunch.",60.2240729,5," elevator"," elevator",12.026096
