"starting_lang","lang_switch","cs","word_order","condition","mlwo","mlwo_condition","cwh","cwh_condition","sentence_id","sentence","total_surprisal","word_no","word","tokenized_word","word_surprisal"
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",83,"The nurse eats the aguacate verde en el vestíbulo.",83.42475691,5," aguacate"," ag_u_ac_ate",19.44782156
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",83,"The nurse eats the aguacate verde en el vestíbulo.",83.42475691,6," verde"," ver_de",14.82041134
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",83,"The nurse eats the aguacate verde en el vestíbulo.",83.42475691,7," en"," en",10.918102
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",83,"The nurse eats the aguacate verde en el vestíbulo.",83.42475691,8," el"," el",3.9167817
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",83,"The nurse eats the aguacate verde en el vestíbulo.",83.42475691,9," vestíbulo"," vest_í_bul_o_.",10.68325171
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,2," guide"," guide",8.824017
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,3," fries"," fries",18.853725
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,4," the"," the",3.8061593
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,5," carne"," car_ne",14.463699
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,6," roja"," ro_ja",9.759359
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,7," en"," en",9.855669
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,8," la"," la",2.5990512
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",87,"A guide fries the carne roja en la olla.",74.57231201,9," olla"," o_lla_.",6.410632508
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,2," uncle"," uncle",11.630369
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,3," cooks"," cooks",11.046671
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,4," a"," a",4.268593
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,5," pollo"," poll_o",13.01474323
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,6," blanco"," bl_anco",10.31959943
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,7," con"," con",2.6057186
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,8," los"," los",7.68045
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",91,"The uncle cooks a pollo blanco con los frijoles.",65.57357759,9," frijoles"," fri_j_oles_.",5.00743333
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,2," businessman"," businessman",10.74033
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,3," flies"," flies",8.617229
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,4," the"," the",5.706893
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,5," avión"," av_i_ón",16.2023907
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,6," negro"," negro",12.147314
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,7," sobre"," so_bre",7.87712679
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,8," el"," el",0.4902779
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",95,"A businessman flies the avión negro sobre el estado.",72.64542009,9," estado"," est_ado_.",10.8638587
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,2," nephew"," nephew",11.8014145
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,3," chews"," che_ws",12.9141385
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,4," the"," the",2.3647125
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,5," chicle"," ch_icle",7.6823177
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,6," verde"," ver_de",14.32775232
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,7," en"," en",10.577556
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,8," su"," su",2.9243214
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",99,"The nephew chews the chicle verde en su casa.",65.46853229,9," casa"," cas_a_.",2.876319374
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,1,"",".",0.40539244
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,2," Thompson"," Thompson",7.3317494
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,3," bakes"," b_akes",12.2677618
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,4," the"," the",2.1468093
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,5," pavo"," pav_o",23.643219
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,6," alemán"," a_lem_án",16.4693514
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,7," para"," para",6.062696
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,8," la"," la",0.89436007
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",122,"Mr. Thompson bakes the pavo alemán para la fiesta.",70.48094473,9," fiesta"," f_iesta_.",1.259605315
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,1,"",".",1.5329177
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,2," García"," Garc_ía",10.36268203
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,3," drinks"," drinks",12.694436
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,4," the"," the",4.655811
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,5," vino"," v_ino",7.937620065
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,6," rojo"," ro_jo",6.8968013
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,7," en"," en",10.516336
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,8," la"," la",0.5921546
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",126,"Ms. García drinks the vino rojo en la reunión.",60.74913636,9," reunión"," reun_i_ón_.",5.560377674
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,1,"",".",1.5329177
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,2," Gómez"," G_ó_me_z",11.09876617
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,3," peels"," pe_els",16.654113
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,4," a"," a",3.0370073
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,5," zanahoria"," z_an_ah_oria",17.97160185
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,6," amarilla"," am_ar_illa",14.88334801
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,7," en"," en",8.015149
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,8," la"," la",0.7806172
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",130,"Ms. Gómez peels a zanahoria amarilla en la encimera.",80.38388019,9," encimera"," enc_im_era_.",6.410359999
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,1,"",".",0.40586817
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,2," Wilson"," Wilson",6.4104686
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,3," sings"," sings",11.191194
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,4," a"," a",3.3990417
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,5," canción"," can_ci_ón",14.40511112
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,6," estadounidense"," est_ad_oun_id_ense",11.88816097
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,7," en"," en",6.681819
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,8," la"," la",1.1486562
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",134,"Mr. Wilson sings a canción estadounidense en la escuela.",60.88213683,9," escuela"," esc_uel_a_.",5.351817072
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,2," firefighter"," firefighter",12.080774
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,3," inhales"," inh_ales",9.49747717
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,4," the"," the",1.7009887
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,5," humo"," hum_o",24.597895
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,6," negro"," negro",14.454368
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,7," en"," en",5.642574
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,8," la"," la",2.4291925
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","CWH","CS_CWH",138,"The firefighter inhales the humo negro en la fábrica.",78.72700176,9," fábrica"," f_á_b_rica_.",8.323732354
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,2," boy"," boy",7.7161984
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,3," devours"," dev_ours",13.9035604
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,4," the"," the",0.5449531
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,5," German"," German",12.10157
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,6," dinner"," dinner",7.949159
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,7," at"," at",9.495283
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,8," the"," the",0.5726857
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",0,"The boy devours the German dinner at the table.",56.9427417,9," table"," table_.",4.6593321
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,2," waiter"," waiter",10.518916
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,3," spills"," spills",9.758527
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,4," a"," a",1.237715
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,5," yellow"," yellow",12.472609
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,6," soup"," soup",4.805488
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,7," on"," on",1.4083259
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,8," the"," the",0.85286754
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",4,"The waiter spills a yellow soup on the customer.",45.97363214,9," customer"," customer_.",4.9191837
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,2," man"," man",6.8544035
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,3," writes"," writes",9.245015
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,4," the"," the",4.1389995
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,5," Dutch"," Dutch",12.40148
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,6," book"," book",4.559778
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,7," in"," in",5.314876
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,8," the"," the",1.7092654
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",8,"A man writes the Dutch book in the mountains.",57.0883174,9," mountains"," mountains_.",12.8645
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,2," cat"," cat",8.765344
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,3," consumes"," consumes",13.086038
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,4," a"," a",2.8865273
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,5," white"," white",7.7349057
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,6," fish"," fish",2.6847107
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,7," at"," at",9.173203
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,8," the"," the",1.5665036
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",12,"The cat consumes a white fish at the pond.",52.9043763,9," pond"," pond_.",7.007144
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,2," boss"," boss",9.745163
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,3," sips"," s_ips",13.0482774
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,4," the"," the",3.7110007
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,5," green"," green",6.4470534
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,6," juice"," juice",3.773157
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,7," in"," in",5.81756
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,8," the"," the",1.7187015
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",16,"The boss sips the green juice in the meeting.",51.3303452,9," meeting"," meeting_.",7.0694322
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,2," teacher"," teacher",8.368451
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,3," eats"," eats",9.112952
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,4," the"," the",2.0628998
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,5," green"," green",8.509491
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,6," avocado"," avocado",10.168147
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,7," in"," in",8.207526
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,8," the"," the",0.10904626
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",40,"The teacher eats the green avocado in the classroom.",50.66987996,9," classroom"," classroom_.",4.1313669
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,2," pilot"," pilot",9.911061
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,3," flies"," flies",8.584017
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,4," the"," the",3.2347872
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,5," gray"," gray",12.737185
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,6," plane"," plane",2.796125
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,7," through"," through",7.858987
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,8," the"," the",0.4394647
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",44,"A pilot flies the gray plane through the sky.",50.3929422,9," sky"," sky_.",4.8313153
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,2," dad"," dad",10.876183
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,3," cooks"," cooks",10.396862
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,4," a"," a",4.7790728
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,5," white"," white",11.028598
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,6," chicken"," chicken",3.3780458
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,7," on"," on",8.143089
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",48,"The dad cooks a white chicken on the grill.",51.61009687,8," the"," the",0.56508267
