"starting_lang","lang_switch","cs","word_order","condition","mlwo","mlwo_condition","cwh","cwh_condition","sentence_id","sentence","total_surprisal","word_no","word","tokenized_word","word_surprisal"
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",90,"The nurse eats the avocado verde en el vestíbulo.",74.19372949,6," verde"," ver_de",17.52088572
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",90,"The nurse eats the avocado verde en el vestíbulo.",74.19372949,7," en"," en",7.4747534
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",90,"The nurse eats the avocado verde en el vestíbulo.",74.19372949,8," el"," el",7.379155
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",90,"The nurse eats the avocado verde en el vestíbulo.",74.19372949,9," vestíbulo"," vest_í_bul_o_.",9.435544666
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,2," businessman"," businessman",10.740047
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,3," flies"," flies",8.619971
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,4," the"," the",5.706315
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,5," plane"," plane",2.83803
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,6," negro"," negro",18.987207
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,7," sobre"," so_bre",10.22721394
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,8," el"," el",2.0239623
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",94,"A businessman flies the plane negro sobre el estado.",71.8652294,9," estado"," est_ado_.",12.72248316
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,2," guide"," guide",8.8252735
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,3," fries"," fries",18.851528
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,4," the"," the",3.7861712
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,5," meat"," meat",6.090558
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,6," roja"," ro_ja",20.48158
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,7," en"," en",10.107416
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,8," la"," la",2.7269197
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",98,"A guide fries the meat roja en la olla.",79.12642071,9," olla"," o_lla_.",8.256974313
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,1,"",".",0.4056099
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,2," Thompson"," Thompson",7.3314795
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,3," bakes"," b_akes",12.255629
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,4," the"," the",2.1425817
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,5," turkey"," turkey",8.032712
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,6," alemán"," a_lem_án",26.7659669
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,7," para"," para",7.5013576
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,8," la"," la",0.69441265
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",120,"Mr. Thompson bakes the turkey alemán para la fiesta.",66.9985506,9," fiesta"," f_iesta_.",1.868801351
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,1,"",".",1.5329553
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,2," Gómez"," G_ó_me_z",11.10063169
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,3," peels"," pe_els",16.6541477
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,4," a"," a",3.0147047
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,5," carrot"," carrot",3.8005283
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,6," amarilla"," am_ar_illa",26.976615
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,7," en"," en",10.14917
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,8," la"," la",0.4687539
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",124,"Ms. Gómez peels a carrot amarilla en la encimera.",80.94622848,9," encimera"," enc_im_era_.",7.248721933
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,2," firefighter"," firefighter",12.080129
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,3," inhales"," inh_ales",9.3166157
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,4," the"," the",1.6929742
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,5," smoke"," smoke",0.073485926
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,6," negro"," negro",20.573166
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,7," en"," en",9.147988
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,8," la"," la",1.2758174
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",128,"The firefighter inhales the smoke negro en la fábrica.",67.40507615,9," fábrica"," f_á_b_rica_.",13.24489992
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,1,"",".",0.40539163
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,2," Wilson"," Wilson",6.4108367
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,3," sings"," sings",11.193825
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,4," a"," a",3.400985
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,5," tune"," tune",5.315476
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,6," estadounidense"," est_ad_oun_id_ense",27.15638932
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,7," en"," en",10.200624
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,8," la"," la",0.95762104
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",132,"Mr. Wilson sings a tune estadounidense en la escuela.",71.93369562,9," escuela"," esc_uel_a_.",6.892546886
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,1,"",".",1.533298
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,2," García"," Garc_ía",10.36163289
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,3," drinks"," drinks",12.69617
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,4," the"," the",4.6623826
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,5," wine"," wine",4.033856
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,6," rojo"," ro_jo",20.3202264
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,7," en"," en",12.790896
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,8," la"," la",0.75679153
"English","English --> Spanish","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH",136,"Ms. García drinks the wine rojo en la reunión.",72.67836112,9," reunión"," reun_i_ón_.",5.523107716
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,2," waiter"," waiter",10.519277
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,3," spills"," spills",9.758467
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,4," a"," a",1.2337024
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,5," yellow"," yellow",12.473188
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,6," soup"," soup",4.8052964
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,7," on"," on",1.4075812
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,8," the"," the",0.8516544
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",3,"The waiter spills a yellow soup on the customer.",45.9628522,9," customer"," customer_.",4.9136858
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,2," boss"," boss",9.745257
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,3," sips"," s_ips",13.0285284
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,4," the"," the",3.7043185
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,5," green"," green",6.4132276
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,6," juice"," juice",3.7664742
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,7," in"," in",5.823452
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,8," the"," the",1.7231414
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",7,"The boss sips the green juice in the meeting.",51.3131766,9," meeting"," meeting_.",7.1087775
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,2," man"," man",6.854428
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,3," writes"," writes",9.239791
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,4," the"," the",4.1387672
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,5," Dutch"," Dutch",12.401611
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,6," book"," book",4.5537806
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,7," in"," in",5.313392
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,8," the"," the",1.7223128
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",11,"A man writes the Dutch book in the mountains.",57.249704,9," mountains"," mountains_.",13.0256214
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,2," cat"," cat",8.765481
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,3," consumes"," consumes",13.081709
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,4," a"," a",2.8835206
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,5," white"," white",7.738996
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,6," fish"," fish",2.683798
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,7," at"," at",9.19036
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,8," the"," the",1.5576106
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",15,"The cat consumes a white fish at the pond.",52.8871843,9," pond"," pond_.",6.9857091
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,2," boy"," boy",7.7158923
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,3," devours"," dev_ours",13.9036343
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,4," the"," the",0.5474419
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,5," German"," German",12.095573
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,6," dinner"," dinner",7.9416857
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,7," at"," at",9.483572
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,8," the"," the",0.57351774
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",19,"The boy devours the German dinner at the table.",56.92574924,9," table"," table_.",4.6644323
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,2," teacher"," teacher",8.368212
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,3," eats"," eats",9.124421
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,4," the"," the",2.0621936
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,5," green"," green",8.512727
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,6," avocado"," avocado",10.168794
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,7," in"," in",8.207997
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,8," the"," the",0.10912324
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",42,"The teacher eats the green avocado in the classroom.",50.67288234,9," classroom"," classroom_.",4.1194145
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,2," student"," student",7.7088723
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,3," chews"," che_ws",14.4879858
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,4," the"," the",2.119787
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,5," green"," green",9.227116
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,6," gum"," gum",1.7759589
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,7," during"," during",9.719371
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,8," the"," the",0.5730546
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",46,"The student chews the green gum during the break.",51.4630732,9," break"," break_.",5.8509276
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,2," farmer"," farmer",10.343709
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,3," fries"," fries",12.474739
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,4," the"," the",5.22627
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,5," red"," red",8.035867
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,6," meat"," meat",5.644668
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,7," in"," in",4.2318697
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,8," the"," the",1.0414035
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",50,"A farmer fries the red meat in the pan.",51.7089251,9," pan"," pan_.",4.7103989
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,2," pilot"," pilot",9.910355
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,3," flies"," flies",8.585215
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,4," the"," the",3.2343826
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,5," gray"," gray",12.73097
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,6," plane"," plane",2.777326
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,7," through"," through",7.88954
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,8," the"," the",0.43937123
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",54,"A pilot flies the gray plane through the sky.",50.39979283,9," sky"," sky_.",4.832633
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,2," dad"," dad",10.876887
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,3," cooks"," cooks",10.396896
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,4," a"," a",4.7772164
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,5," white"," white",11.047941
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,6," chicken"," chicken",3.2998405
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,7," on"," on",8.180679
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,8," the"," the",0.5747235
"English","English --> English","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH",58,"The dad cooks a white chicken on the grill.",51.59459536,9," grill"," grill_.",2.44041196
